Side_A,Side_B,Side_C,Triangle_Type
3.68,3.68,90.0,Isosceles
58.94,87.0,87.0,Isosceles
4.0,5.0,5.0,Isosceles
26.0,26.0,34.0,Isosceles
54.0,61.0,61.0,Isosceles
99.45,99.45,30.0,Isosceles
67.21,67.21,11.0,Isosceles
16.0,18.0,18.0,Isosceles
95.0,95.0,91.0,Isosceles
25.0,25.0,21.1,Isosceles
23.0,43.0,43.0,Isosceles
16.0,16.0,19.0,Isosceles
10.04,10.04,90.0,Isosceles
99.0,40.5,40.5,Isosceles
44.0,44.0,35.0,Isosceles
61.0,61.0,87.32,Isosceles
29.5,72.0,72.0,Isosceles
81.0,60.0,60.0,Isosceles
77.0,49.0,49.0,Isosceles
44.0,44.0,9.38,Isosceles
35.0,26.18,26.18,Isosceles
55.0,55.0,75.0,Isosceles
55.0,50.96,50.96,Isosceles
18.0,24.0,24.0,Isosceles
23.0,23.0,54.78,Isosceles
7.0,7.0,26.0,Isosceles
61.0,61.0,84.85,Isosceles
63.0,63.0,46.0,Isosceles
41.2,41.2,46.0,Isosceles
19.85,19.85,51.0,Isosceles
33.0,33.0,94.0,Isosceles
19.0,8.0,8.0,Isosceles
87.0,18.0,18.0,Isosceles
20.0,46.0,46.0,Isosceles
74.52,25.0,25.0,Isosceles
34.0,37.79,37.79,Isosceles
96.0,66.3,66.3,Isosceles
26.36,26.36,82.92,Isosceles
20.0,50.0,50.0,Isosceles
21.36,49.0,49.0,Isosceles
89.0,23.4,23.4,Isosceles
63.0,17.0,17.0,Isosceles
14.0,14.0,54.0,Isosceles
95.0,95.0,53.0,Isosceles
2.0,56.0,56.0,Isosceles
47.0,33.9,33.9,Isosceles
76.0,76.0,36.81,Isosceles
10.0,10.0,6.0,Isosceles
52.0,18.7,18.7,Isosceles
54.0,54.0,86.0,Isosceles
97.0,21.0,21.0,Isosceles
80.0,16.92,16.92,Isosceles
38.0,38.0,86.0,Isosceles
48.0,51.0,51.0,Isosceles
17.0,41.0,41.0,Isosceles
55.0,55.0,65.0,Isosceles
3.0,3.0,96.0,Isosceles
2.0,2.0,24.47,Isosceles
69.0,69.0,43.0,Isosceles
16.0,55.0,55.0,Isosceles
62.0,84.0,84.0,Isosceles
35.0,35.0,36.0,Isosceles
41.0,55.0,55.0,Isosceles
83.0,83.0,27.6,Isosceles
43.0,61.33,61.33,Isosceles
71.0,71.0,27.0,Isosceles
31.0,10.0,10.0,Isosceles
78.0,59.0,59.0,Isosceles
9.0,9.0,93.0,Isosceles
95.0,95.0,7.0,Isosceles
33.0,33.0,31.0,Isosceles
22.99,22.99,19.0,Isosceles
92.0,52.0,52.0,Isosceles
39.12,18.0,18.0,Isosceles
68.0,68.0,86.65,Isosceles
77.26,77.26,29.0,Isosceles
64.63,37.0,37.0,Isosceles
81.47,81.47,77.0,Isosceles
90.0,57.0,57.0,Isosceles
98.27,98.27,51.0,Isosceles
78.0,27.0,27.0,Isosceles
50.0,50.0,91.0,Isosceles
16.0,16.0,80.49,Isosceles
75.0,75.0,86.7,Isosceles
77.19,77.19,72.43,Isosceles
83.0,90.35,90.35,Isosceles
67.95,67.95,33.0,Isosceles
80.0,80.0,78.0,Isosceles
43.0,93.0,93.0,Isosceles
11.0,65.0,65.0,Isosceles
49.0,55.0,55.0,Isosceles
16.0,16.0,7.0,Isosceles
7.0,93.0,93.0,Isosceles
34.0,93.0,93.0,Isosceles
39.0,39.0,2.0,Isosceles
39.0,39.0,52.23,Isosceles
4.0,48.43,48.43,Isosceles
41.0,59.0,59.0,Isosceles
95.0,98.0,98.0,Isosceles
63.0,63.0,1.77,Isosceles
71.0,71.0,67.0,Isosceles
91.0,52.0,52.0,Isosceles
36.0,77.0,77.0,Isosceles
83.7,83.7,51.0,Isosceles
88.0,21.0,21.0,Isosceles
28.74,28.74,59.86,Isosceles
18.0,51.0,51.0,Isosceles
11.0,7.0,7.0,Isosceles
78.0,78.0,89.0,Isosceles
1.0,8.8,8.8,Isosceles
53.32,86.45,86.45,Isosceles
39.0,39.0,67.0,Isosceles
58.0,58.0,23.0,Isosceles
42.0,42.0,49.0,Isosceles
10.41,10.41,2.85,Isosceles
2.06,79.0,79.0,Isosceles
19.06,20.0,20.0,Isosceles
82.0,82.0,91.0,Isosceles
84.5,90.0,90.0,Isosceles
53.0,97.0,97.0,Isosceles
21.76,21.76,42.01,Isosceles
50.0,27.0,27.0,Isosceles
52.0,52.0,26.0,Isosceles
48.0,22.0,22.0,Isosceles
68.0,68.0,53.0,Isosceles
43.0,43.0,52.0,Isosceles
13.0,13.0,37.18,Isosceles
46.59,99.05,99.05,Isosceles
51.0,99.0,99.0,Isosceles
82.0,50.0,50.0,Isosceles
31.0,65.0,65.0,Isosceles
93.0,93.0,71.0,Isosceles
14.0,38.22,38.22,Isosceles
78.0,27.86,27.86,Isosceles
12.0,12.0,28.0,Isosceles
42.0,50.0,50.0,Isosceles
71.95,71.95,12.0,Isosceles
1.0,76.0,76.0,Isosceles
91.0,91.0,26.0,Isosceles
100.0,45.0,45.0,Isosceles
14.97,94.0,94.0,Isosceles
40.54,40.54,71.0,Isosceles
28.0,13.0,13.0,Isosceles
67.29,75.0,75.0,Isosceles
5.19,5.19,1.77,Isosceles
90.6,90.6,44.0,Isosceles
94.6,100.0,100.0,Isosceles
61.84,74.0,74.0,Isosceles
70.53,70.53,30.0,Isosceles
58.42,58.42,38.0,Isosceles
18.0,29.0,29.0,Isosceles
3.0,3.0,52.0,Isosceles
45.53,45.53,53.0,Isosceles
78.0,98.06,98.06,Isosceles
36.55,78.0,78.0,Isosceles
67.0,30.0,30.0,Isosceles
44.97,36.49,36.49,Isosceles
74.0,74.0,33.0,Isosceles
67.0,49.0,49.0,Isosceles
97.39,97.39,26.0,Isosceles
59.0,33.92,33.92,Isosceles
57.0,57.0,39.0,Isosceles
85.3,85.3,64.0,Isosceles
70.04,52.0,52.0,Isosceles
2.0,54.0,54.0,Isosceles
16.0,1.0,1.0,Isosceles
38.0,38.0,13.0,Isosceles
81.0,25.0,25.0,Isosceles
1.42,70.0,70.0,Isosceles
9.0,9.0,14.7,Isosceles
74.0,74.0,42.03,Isosceles
66.55,66.55,82.39,Isosceles
8.0,14.61,14.61,Isosceles
66.0,49.0,49.0,Isosceles
65.0,53.0,53.0,Isosceles
42.0,42.0,53.0,Isosceles
10.0,52.0,52.0,Isosceles
79.88,79.88,12.0,Isosceles
61.0,37.73,37.73,Isosceles
80.19,10.0,10.0,Isosceles
28.0,28.0,12.0,Isosceles
78.0,78.0,74.0,Isosceles
76.0,76.0,13.0,Isosceles
100.0,54.64,54.64,Isosceles
35.0,35.0,59.0,Isosceles
59.0,39.25,39.25,Isosceles
10.0,33.73,33.73,Isosceles
33.0,33.0,3.0,Isosceles
65.11,74.0,74.0,Isosceles
53.58,50.0,50.0,Isosceles
83.0,98.0,98.0,Isosceles
21.0,12.16,12.16,Isosceles
53.84,53.84,59.0,Isosceles
32.0,32.0,97.0,Isosceles
41.0,41.0,44.0,Isosceles
31.0,91.0,91.0,Isosceles
66.12,52.0,52.0,Isosceles
34.0,34.0,9.0,Isosceles
73.0,73.0,98.0,Isosceles
65.0,65.0,50.0,Isosceles
24.0,24.0,72.0,Isosceles
33.0,33.0,52.0,Isosceles
93.64,14.0,14.0,Isosceles
49.88,49.88,55.0,Isosceles
66.0,66.0,29.0,Isosceles
11.15,11.15,68.0,Isosceles
39.0,39.0,44.47,Isosceles
44.0,44.0,72.28,Isosceles
81.0,66.0,66.0,Isosceles
28.0,28.0,39.84,Isosceles
17.0,59.0,59.0,Isosceles
34.0,21.0,21.0,Isosceles
98.0,29.0,29.0,Isosceles
66.66,66.66,54.0,Isosceles
8.0,94.0,94.0,Isosceles
9.0,9.0,5.0,Isosceles
28.0,92.0,92.0,Isosceles
76.74,88.0,88.0,Isosceles
4.0,75.0,75.0,Isosceles
41.31,50.0,50.0,Isosceles
44.0,44.0,75.0,Isosceles
61.0,73.0,73.0,Isosceles
67.0,58.0,58.0,Isosceles
97.0,97.0,67.0,Isosceles
27.0,27.0,59.0,Isosceles
40.0,85.0,85.0,Isosceles
83.75,83.75,87.0,Isosceles
82.0,10.0,10.0,Isosceles
88.61,53.0,53.0,Isosceles
1.0,56.0,56.0,Isosceles
89.72,98.1,98.1,Isosceles
59.0,91.0,91.0,Isosceles
70.0,70.0,82.0,Isosceles
23.0,11.22,11.22,Isosceles
87.1,69.0,69.0,Isosceles
20.0,20.0,46.0,Isosceles
56.0,50.0,50.0,Isosceles
95.78,23.0,23.0,Isosceles
85.0,88.0,88.0,Isosceles
4.85,31.0,31.0,Isosceles
83.0,87.0,87.0,Isosceles
58.0,68.0,68.0,Isosceles
72.0,18.0,18.0,Isosceles
77.22,17.84,17.84,Isosceles
63.0,61.0,61.0,Isosceles
35.0,11.0,11.0,Isosceles
61.0,35.62,35.62,Isosceles
66.64,89.0,89.0,Isosceles
4.25,37.0,37.0,Isosceles
36.0,36.0,81.0,Isosceles
5.0,5.0,74.0,Isosceles
9.0,9.0,87.0,Isosceles
38.0,89.0,89.0,Isosceles
43.11,43.11,84.0,Isosceles
48.0,48.0,60.0,Isosceles
95.0,24.0,24.0,Isosceles
54.0,54.0,22.09,Isosceles
18.0,6.0,6.0,Isosceles
5.94,27.0,27.0,Isosceles
23.0,82.0,82.0,Isosceles
92.9,92.9,29.0,Isosceles
56.0,56.0,30.0,Isosceles
67.64,67.64,10.0,Isosceles
13.39,13.39,94.99,Isosceles
72.37,94.97,94.97,Isosceles
79.46,79.46,41.0,Isosceles
96.0,96.0,54.06,Isosceles
22.0,22.0,50.0,Isosceles
62.8,96.0,96.0,Isosceles
60.0,70.0,70.0,Isosceles
39.0,76.84,76.84,Isosceles
41.26,41.26,51.82,Isosceles
79.0,79.0,28.0,Isosceles
72.0,84.0,84.0,Isosceles
55.43,55.43,24.0,Isosceles
15.0,33.0,33.0,Isosceles
66.0,66.0,52.0,Isosceles
88.0,88.0,100.0,Isosceles
33.0,46.0,46.0,Isosceles
44.0,44.0,79.47,Isosceles
47.0,47.0,19.44,Isosceles
85.37,17.0,17.0,Isosceles
25.92,74.0,74.0,Isosceles
5.0,22.65,22.65,Isosceles
77.0,69.53,69.53,Isosceles
63.0,68.73,68.73,Isosceles
24.0,24.0,39.0,Isosceles
62.0,62.0,64.0,Isosceles
22.0,58.0,58.0,Isosceles
86.0,86.0,38.0,Isosceles
21.0,21.0,48.0,Isosceles
12.0,88.0,88.0,Isosceles
16.08,6.0,6.0,Isosceles
57.0,57.0,95.0,Isosceles
81.73,73.0,73.0,Isosceles
32.0,94.06,94.06,Isosceles
61.0,61.0,29.0,Isosceles
99.0,99.0,97.0,Isosceles
74.0,50.0,50.0,Isosceles
20.65,48.92,48.92,Isosceles
56.0,56.0,41.63,Isosceles
73.0,73.0,39.0,Isosceles
57.0,57.0,11.83,Isosceles
93.0,93.0,50.0,Isosceles
43.0,43.0,24.0,Isosceles
27.81,27.81,61.0,Isosceles
88.0,88.0,29.0,Isosceles
26.0,60.0,60.0,Isosceles
50.0,36.0,36.0,Isosceles
49.0,49.0,15.0,Isosceles
36.0,47.0,47.0,Isosceles
5.0,5.0,18.0,Isosceles
86.78,86.78,31.13,Isosceles
10.0,10.0,29.0,Isosceles
51.0,51.0,41.51,Isosceles
48.0,12.0,12.0,Isosceles
28.0,27.29,27.29,Isosceles
49.0,49.0,55.24,Isosceles
18.0,18.0,28.0,Isosceles
7.0,1.54,1.54,Isosceles
17.0,23.65,23.65,Isosceles
6.61,6.61,98.0,Isosceles
19.0,19.0,50.0,Isosceles
99.0,19.0,19.0,Isosceles
33.0,64.0,64.0,Isosceles
87.0,87.0,92.0,Isosceles
91.0,91.0,20.0,Isosceles
56.0,25.0,25.0,Isosceles
24.64,24.64,92.0,Isosceles
32.0,19.0,19.0,Isosceles
39.0,39.0,92.72,Isosceles
9.0,48.3,48.3,Isosceles
95.0,95.0,12.06,Isosceles
81.0,81.0,13.0,Isosceles
44.0,44.0,94.83,Isosceles
12.58,33.0,33.0,Isosceles
87.0,34.67,34.67,Isosceles
79.0,20.0,20.0,Isosceles
75.0,58.0,58.0,Isosceles
67.0,87.0,87.0,Isosceles
54.0,54.0,94.0,Isosceles
59.24,65.93,65.93,Isosceles
42.43,42.43,16.0,Isosceles
3.0,3.0,12.0,Isosceles
59.24,22.3,22.3,Isosceles
6.95,6.95,50.0,Isosceles
49.0,49.0,62.0,Isosceles
37.0,70.56,70.56,Isosceles
40.0,40.0,87.0,Isosceles
29.0,29.0,33.0,Isosceles
84.0,13.0,13.0,Isosceles
92.0,57.0,57.0,Isosceles
27.0,27.0,61.96,Isosceles
91.0,76.81,76.81,Isosceles
83.0,89.0,89.0,Isosceles
98.0,79.0,79.0,Isosceles
88.84,88.84,8.0,Isosceles
61.04,73.0,73.0,Isosceles
71.29,71.29,93.0,Isosceles
39.0,39.0,36.0,Isosceles
1.0,92.0,92.0,Isosceles
86.0,2.0,2.0,Isosceles
83.0,6.0,6.0,Isosceles
36.0,36.0,75.98,Isosceles
61.0,61.0,78.56,Isosceles
82.19,70.0,70.0,Isosceles
22.0,15.0,15.0,Isosceles
11.97,11.97,9.0,Isosceles
75.0,12.35,12.35,Isosceles
76.0,76.0,52.66,Isosceles
45.63,45.63,60.0,Isosceles
74.0,89.0,89.0,Isosceles
11.0,11.0,22.0,Isosceles
92.11,92.11,44.1,Isosceles
90.0,8.0,8.0,Isosceles
82.0,82.0,81.9,Isosceles
3.0,48.0,48.0,Isosceles
13.66,84.0,84.0,Isosceles
19.0,19.0,47.0,Isosceles
79.0,79.0,76.0,Isosceles
28.0,28.0,95.0,Isosceles
1.0,5.0,5.0,Isosceles
71.0,2.0,2.0,Isosceles
94.0,94.0,59.0,Isosceles
48.0,48.0,56.0,Isosceles
34.0,63.0,63.0,Isosceles
16.31,16.31,10.0,Isosceles
14.0,88.0,88.0,Isosceles
53.2,39.0,39.0,Isosceles
31.0,31.0,67.0,Isosceles
5.0,5.0,90.15,Isosceles
30.0,33.0,33.0,Isosceles
20.0,94.41,94.41,Isosceles
22.0,22.0,40.08,Isosceles
97.69,97.69,84.0,Isosceles
91.0,91.0,8.74,Isosceles
9.47,95.0,95.0,Isosceles
12.3,12.3,61.0,Isosceles
42.07,42.07,42.0,Isosceles
25.0,29.86,29.86,Isosceles
74.0,47.0,47.0,Isosceles
31.0,31.0,3.16,Isosceles
99.0,9.0,9.0,Isosceles
30.49,11.0,11.0,Isosceles
79.0,79.0,32.0,Isosceles
23.0,34.48,34.48,Isosceles
5.0,6.0,6.0,Isosceles
77.43,77.43,37.0,Isosceles
14.0,14.0,82.05,Isosceles
99.0,10.0,10.0,Isosceles
12.0,12.0,19.0,Isosceles
56.0,56.0,78.0,Isosceles
13.0,74.0,74.0,Isosceles
7.0,7.0,7.0,Isosceles
2.0,2.0,22.0,Isosceles
9.76,10.0,10.0,Isosceles
5.0,79.54,79.54,Isosceles
67.0,67.0,59.0,Isosceles
6.0,6.0,88.0,Isosceles
23.0,96.0,96.0,Isosceles
46.0,46.0,13.0,Isosceles
82.0,36.0,36.0,Isosceles
89.0,89.0,36.0,Isosceles
70.0,70.0,14.0,Isosceles
95.0,64.0,64.0,Isosceles
51.0,51.0,94.0,Isosceles
65.11,65.11,71.0,Isosceles
19.0,61.0,61.0,Isosceles
95.98,21.0,21.0,Isosceles
47.0,19.0,19.0,Isosceles
83.0,55.98,55.98,Isosceles
23.0,18.68,18.68,Isosceles
60.0,60.0,15.0,Isosceles
76.0,76.0,50.0,Isosceles
9.0,9.0,77.0,Isosceles
76.0,79.93,79.93,Isosceles
23.0,39.0,39.0,Isosceles
49.0,49.0,1.0,Isosceles
17.15,55.0,55.0,Isosceles
40.0,16.53,16.53,Isosceles
1.0,48.0,48.0,Isosceles
85.0,34.0,34.0,Isosceles
3.0,3.0,67.69,Isosceles
79.0,52.25,52.25,Isosceles
23.0,90.85,90.85,Isosceles
36.0,80.0,80.0,Isosceles
95.0,95.0,51.0,Isosceles
23.0,79.0,79.0,Isosceles
86.0,86.0,29.0,Isosceles
17.56,17.56,70.0,Isosceles
26.41,26.41,7.52,Isosceles
74.0,74.0,99.98,Isosceles
51.0,51.0,53.0,Isosceles
90.0,90.0,19.0,Isosceles
74.0,79.0,79.0,Isosceles
10.0,10.0,33.0,Isosceles
58.0,46.0,46.0,Isosceles
34.0,65.0,65.0,Isosceles
94.0,94.0,85.0,Isosceles
29.0,1.0,1.0,Isosceles
90.0,90.0,70.0,Isosceles
61.0,61.0,31.0,Isosceles
89.74,89.74,27.0,Isosceles
57.45,49.0,49.0,Isosceles
80.0,93.0,93.0,Isosceles
3.93,65.64,65.64,Isosceles
5.26,15.0,15.0,Isosceles
66.0,66.0,4.72,Isosceles
69.0,9.0,9.0,Isosceles
23.0,23.0,4.68,Isosceles
74.99,92.0,92.0,Isosceles
29.98,29.98,60.0,Isosceles
30.0,30.0,56.0,Isosceles
36.0,36.0,2.0,Isosceles
43.0,95.06,95.06,Isosceles
31.0,31.0,100.0,Isosceles
73.35,73.35,42.0,Isosceles
90.0,90.0,47.0,Isosceles
54.0,46.0,46.0,Isosceles
20.53,31.0,31.0,Isosceles
56.18,13.0,13.0,Isosceles
7.0,39.0,39.0,Isosceles
34.1,34.1,84.99,Isosceles
17.0,17.0,16.0,Isosceles
34.0,30.0,30.0,Isosceles
84.53,84.53,64.49,Isosceles
83.0,57.0,57.0,Isosceles
74.0,74.0,44.0,Isosceles
99.0,18.0,18.0,Isosceles
70.0,87.64,87.64,Isosceles
77.0,33.15,33.15,Isosceles
3.0,3.0,71.0,Isosceles
2.0,92.51,92.51,Isosceles
55.0,55.0,45.0,Isosceles
57.45,57.45,15.0,Isosceles
90.0,90.0,11.0,Isosceles
23.0,23.0,51.0,Isosceles
90.0,80.0,80.0,Isosceles
7.0,57.61,57.61,Isosceles
21.0,53.47,53.47,Isosceles
89.0,7.0,7.0,Isosceles
22.0,75.89,75.89,Isosceles
10.0,27.0,27.0,Isosceles
6.0,5.0,5.0,Isosceles
65.0,69.0,69.0,Isosceles
6.0,8.0,8.0,Isosceles
29.0,85.5,85.5,Isosceles
48.0,59.0,59.0,Isosceles
11.0,11.0,52.0,Isosceles
46.0,67.0,67.0,Isosceles
40.0,40.0,12.0,Isosceles
97.56,97.56,6.0,Isosceles
9.98,54.0,54.0,Isosceles
11.0,11.0,85.0,Isosceles
42.0,98.0,98.0,Isosceles
94.0,94.0,52.0,Isosceles
86.0,45.0,45.0,Isosceles
49.0,49.0,77.0,Isosceles
82.62,84.0,84.0,Isosceles
22.98,22.98,1.0,Isosceles
59.0,45.0,45.0,Isosceles
85.32,57.0,57.0,Isosceles
79.0,79.0,49.0,Isosceles
81.58,81.58,49.0,Isosceles
33.0,33.0,64.0,Isosceles
18.01,36.0,36.0,Isosceles
43.79,43.79,49.72,Isosceles
86.0,86.0,89.0,Isosceles
69.0,84.0,84.0,Isosceles
48.0,48.0,40.0,Isosceles
70.0,70.0,93.54,Isosceles
2.0,2.0,10.34,Isosceles
74.0,34.0,34.0,Isosceles
40.0,3.0,3.0,Isosceles
30.0,66.0,66.0,Isosceles
73.0,73.0,15.11,Isosceles
9.0,61.25,61.25,Isosceles
56.0,97.0,97.0,Isosceles
15.72,15.72,24.0,Isosceles
64.0,48.0,48.0,Isosceles
53.0,53.0,17.86,Isosceles
64.0,94.0,94.0,Isosceles
92.0,96.0,96.0,Isosceles
69.7,3.0,3.0,Isosceles
17.0,17.0,92.38,Isosceles
65.37,65.37,97.56,Isosceles
97.0,97.0,23.0,Isosceles
100.0,100.0,82.05,Isosceles
19.91,19.91,88.0,Isosceles
83.0,83.0,11.52,Isosceles
99.0,99.0,17.0,Isosceles
45.0,10.0,10.0,Isosceles
81.0,81.0,36.92,Isosceles
81.0,81.0,96.0,Isosceles
85.0,85.0,12.01,Isosceles
81.19,81.19,9.0,Isosceles
83.0,86.0,86.0,Isosceles
95.0,66.43,66.43,Isosceles
20.0,20.0,99.0,Isosceles
57.0,81.0,81.0,Isosceles
48.23,48.23,64.39,Isosceles
46.0,7.0,7.0,Isosceles
42.0,42.0,1.0,Isosceles
44.69,44.69,29.07,Isosceles
52.0,26.0,26.0,Isosceles
26.0,26.0,87.0,Isosceles
35.0,35.0,8.0,Isosceles
95.0,17.0,17.0,Isosceles
2.63,62.85,62.85,Isosceles
51.86,42.0,42.0,Isosceles
59.0,16.14,16.14,Isosceles
96.0,85.82,85.82,Isosceles
14.0,91.42,91.42,Isosceles
38.33,38.33,46.0,Isosceles
93.0,93.0,69.0,Isosceles
21.0,21.0,21.0,Isosceles
62.67,44.0,44.0,Isosceles
94.89,94.89,79.6,Isosceles
71.0,21.47,21.47,Isosceles
52.0,52.0,80.0,Isosceles
69.0,69.0,44.0,Isosceles
54.0,97.0,97.0,Isosceles
40.0,93.0,93.0,Isosceles
96.2,96.2,50.27,Isosceles
29.0,40.43,40.43,Isosceles
17.0,13.0,13.0,Isosceles
43.0,43.0,4.0,Isosceles
26.77,50.0,50.0,Isosceles
73.0,73.0,80.0,Isosceles
78.0,29.0,29.0,Isosceles
87.62,87.62,25.0,Isosceles
6.53,6.53,82.11,Isosceles
54.0,27.0,27.0,Isosceles
65.0,4.0,4.0,Isosceles
87.0,42.0,42.0,Isosceles
45.0,45.0,31.0,Isosceles
9.0,2.0,2.0,Isosceles
60.0,37.0,37.0,Isosceles
25.0,25.0,10.93,Isosceles
77.0,77.0,53.0,Isosceles
50.0,50.0,93.81,Isosceles
57.0,57.0,36.82,Isosceles
83.0,90.0,90.0,Isosceles
39.0,39.0,14.0,Isosceles
51.0,85.36,85.36,Isosceles
40.77,40.77,48.0,Isosceles
33.0,33.0,67.0,Isosceles
17.0,17.0,95.0,Isosceles
37.0,37.0,2.0,Isosceles
16.0,16.0,97.94,Isosceles
79.0,79.0,34.0,Isosceles
45.47,45.47,26.0,Isosceles
64.47,15.0,15.0,Isosceles
8.0,8.0,62.0,Isosceles
22.0,45.0,45.0,Isosceles
22.0,52.02,52.02,Isosceles
36.0,36.0,97.0,Isosceles
59.01,59.01,28.0,Isosceles
81.0,84.0,84.0,Isosceles
79.98,79.98,35.0,Isosceles
18.0,18.0,64.82,Isosceles
59.36,59.36,85.0,Isosceles
51.0,32.0,32.0,Isosceles
1.0,1.0,53.99,Isosceles
9.4,17.0,17.0,Isosceles
16.73,45.99,45.99,Isosceles
60.27,22.0,22.0,Isosceles
40.0,40.0,100.0,Isosceles
24.0,89.0,89.0,Isosceles
58.0,28.0,28.0,Isosceles
59.0,59.0,12.91,Isosceles
29.0,64.0,64.0,Isosceles
61.0,61.0,95.0,Isosceles
40.8,40.8,29.0,Isosceles
45.0,45.0,34.0,Isosceles
35.0,61.0,61.0,Isosceles
73.0,73.0,46.0,Isosceles
75.0,75.0,60.0,Isosceles
69.0,69.0,12.0,Isosceles
7.0,75.0,75.0,Isosceles
98.0,98.0,21.0,Isosceles
8.0,93.0,93.0,Isosceles
6.12,6.12,97.42,Isosceles
35.0,76.0,76.0,Isosceles
38.0,42.0,42.0,Isosceles
40.0,65.0,65.0,Isosceles
40.0,40.0,63.0,Isosceles
13.0,15.0,15.0,Isosceles
42.27,42.27,79.0,Isosceles
13.0,52.0,52.0,Isosceles
93.0,93.0,42.0,Isosceles
6.52,95.0,95.0,Isosceles
15.35,15.35,10.0,Isosceles
17.0,17.0,89.0,Isosceles
12.05,12.05,97.0,Isosceles
94.0,99.0,99.0,Isosceles
73.0,11.0,11.0,Isosceles
97.0,97.0,12.0,Isosceles
11.0,11.0,50.0,Isosceles
50.18,50.18,32.0,Isosceles
98.0,17.0,17.0,Isosceles
19.0,19.0,7.0,Isosceles
79.71,79.71,91.0,Isosceles
89.0,89.0,60.0,Isosceles
100.0,100.0,5.0,Isosceles
28.6,74.0,74.0,Isosceles
72.16,72.16,56.0,Isosceles
67.0,67.0,99.0,Isosceles
56.0,92.54,92.54,Isosceles
44.0,44.0,66.0,Isosceles
40.0,57.0,57.0,Isosceles
73.0,73.0,57.0,Isosceles
9.52,9.52,47.0,Isosceles
55.76,55.76,96.0,Isosceles
34.0,34.0,32.14,Isosceles
27.15,90.0,90.0,Isosceles
51.0,75.0,75.0,Isosceles
45.0,45.0,96.0,Isosceles
35.0,35.0,64.0,Isosceles
71.0,42.31,42.31,Isosceles
76.0,11.0,11.0,Isosceles
51.0,51.0,85.0,Isosceles
11.0,2.0,2.0,Isosceles
91.86,24.0,24.0,Isosceles
20.0,20.0,25.0,Isosceles
86.0,86.0,38.0,Isosceles
70.0,70.0,68.0,Isosceles
27.0,27.0,99.0,Isosceles
35.0,35.0,29.35,Isosceles
49.0,49.0,64.0,Isosceles
1.26,1.26,3.0,Isosceles
55.47,14.0,14.0,Isosceles
1.37,1.37,41.0,Isosceles
64.0,64.0,27.0,Isosceles
51.0,51.0,53.0,Isosceles
84.0,35.0,35.0,Isosceles
54.0,47.0,47.0,Isosceles
85.87,65.0,65.0,Isosceles
6.0,6.0,54.0,Isosceles
42.0,74.0,74.0,Isosceles
21.0,28.0,28.0,Isosceles
89.0,89.0,6.0,Isosceles
70.0,70.0,62.0,Isosceles
33.0,33.0,39.0,Isosceles
33.95,45.0,45.0,Isosceles
75.74,59.0,59.0,Isosceles
79.0,79.0,61.16,Isosceles
67.64,59.0,59.0,Isosceles
68.0,68.0,15.33,Isosceles
49.0,49.0,47.0,Isosceles
63.0,11.0,11.0,Isosceles
89.39,13.0,13.0,Isosceles
3.12,3.12,30.0,Isosceles
81.0,81.0,9.0,Isosceles
80.0,80.0,17.0,Isosceles
32.0,32.0,2.0,Isosceles
9.0,9.0,87.03,Isosceles
62.0,62.0,74.0,Isosceles
1.0,26.0,26.0,Isosceles
99.0,99.0,29.0,Isosceles
18.0,18.0,38.0,Isosceles
42.0,42.0,1.0,Isosceles
71.0,71.0,77.0,Isosceles
15.0,15.0,6.0,Isosceles
94.0,51.0,51.0,Isosceles
96.0,14.0,14.0,Isosceles
95.0,48.46,48.46,Isosceles
77.0,52.0,52.0,Isosceles
37.0,43.0,43.0,Isosceles
11.0,59.24,59.24,Isosceles
72.0,72.0,81.29,Isosceles
33.0,50.0,50.0,Isosceles
74.0,74.0,9.0,Isosceles
69.0,50.36,50.36,Isosceles
2.0,2.0,63.0,Isosceles
48.1,48.1,70.0,Isosceles
95.0,95.0,42.0,Isosceles
37.0,75.0,75.0,Isosceles
75.0,75.0,91.0,Isosceles
58.0,58.0,94.0,Isosceles
7.0,92.36,92.36,Isosceles
28.16,28.16,53.23,Isosceles
50.0,5.27,5.27,Isosceles
57.76,2.0,2.0,Isosceles
54.95,7.0,7.0,Isosceles
90.0,90.0,67.0,Isosceles
73.0,15.0,15.0,Isosceles
37.0,37.0,65.0,Isosceles
67.28,1.0,1.0,Isosceles
38.35,38.35,51.0,Isosceles
7.0,7.0,49.0,Isosceles
28.0,64.0,64.0,Isosceles
36.0,36.0,55.0,Isosceles
11.0,34.0,34.0,Isosceles
26.0,26.0,52.0,Isosceles
32.0,91.0,91.0,Isosceles
20.0,40.0,40.0,Isosceles
23.0,23.0,32.0,Isosceles
44.05,83.0,83.0,Isosceles
4.0,4.0,6.0,Isosceles
27.0,19.0,19.0,Isosceles
2.0,49.0,49.0,Isosceles
67.0,43.0,43.0,Isosceles
7.0,7.0,73.0,Isosceles
49.0,49.0,62.0,Isosceles
26.0,14.0,14.0,Isosceles
17.0,46.0,46.0,Isosceles
39.0,49.0,49.0,Isosceles
96.14,96.14,18.0,Isosceles
3.0,3.0,47.01,Isosceles
43.5,63.0,63.0,Isosceles
45.99,45.99,58.0,Isosceles
97.69,86.0,86.0,Isosceles
80.95,80.95,13.0,Isosceles
96.0,93.0,93.0,Isosceles
3.75,53.0,53.0,Isosceles
